,Text
2253,Lady Gray Tea starts and ends my day.<br />It gets me going in the morning and soothes my evening.<br />It has a hint of something special that makes it a Lady's Cup of Tea.
2254,these are a great alternative to normal sugared ginger snaps. the taste varies depending on manufacturing date. you get fiber and get to eat cookies too! i like em better after the bag has been opened for a couple days - they get softer!
2255,"This product tasted horrible and I would not recommend to anyone ever. It says cherry-mint, it should say toothpaste.  If you want water that tastes good and better than this drink water."
2256,"I have a wheaten terrier (medium-size dog) and bought the large size since his mouth is bigger - it works great as a game, treat, and way to get him to slow down eating his food.  It's held up great as far as wear and tear and I've had it for about 3 months now and use it all the time."
2257,"Taaza Ghee is very good and it's quite nutritious for just about anyone.  Ghee is simply butter from which the milk solids have been boiled out.  The remaining is near pure oil so it is O.K. for those who have milk intolerance. It is superb as a cooking oil - doesn't smoke like butter and some other oils. Also, ghee can be stored at room temperature, best away from light.<br /><br />My complaint is the cost.  It is twice as expensive as butter. For those who need to stay away from milk (dairy) products and don't want to heat olive oils, etc., use of ghee may be worth the price."
2258,"Our older dog has developed allergies and it's been hard to find a dog food that works for him. We were using Diamond Naturals, but I suspect they must have changed the formula because suddenly his allergies flared up and he ended up with an ear infection. We switched to this dog food and he LOVES it. Not only does he love it, but his ear infection is now gone and he's itching/scratching/chewing MUCH less.. We're grateful to have found it and hope they do not change the formula!"
2259,"Amazing Grass Berry Flavor is well-named. It really does taste like grass clippings, with a touch of sweet fruit, but not very much. It also does not blend very  well, with some of the ""green"" floating on top or remaining at the bottom of your drinking container of choice after you finish. Personally, if I want something this green, I would rather drink Green Magma barley powder or similar product. The Amazing Grass product is drinkable, but it's definitely an acquired taste."
2260,"My 10 month old Lab needed some brain toys, and this seemed like an ideal option. There is a problem to solve, and the reward is food - what could be better for a Lab? The problem is that she is a chewer, and though she did figure out pretty readily how to get the food out, she was way more interested in chewing on the rope. When I removed the rope - which also made it way easier to get the food out - she then thought it would be more gratifying to chew her way to the food, rather than rise to the intellectual challenge of tipping the bottle and dispensing a treat.<br /><br />And oh yes, this thing is loud when it hits the floor or cabinets in the kitchen, etc. Pretty durable, considering all she wants to do is chew it and it's not intended as a chew toy - but she has only spent maybe two hours with it total."
2261,"The dogs like it, as the other reviewers have said, but it doesn't seem to be a very good food for them. I wouldn't have gotten it if it hadn't been provided freely for review through the Vine program. The advertising sounds good but...<br /><br />Here are the GA numbers:<br /><br />Crude Protein (min.) 28.0%<br />Crude Fat (min.) 16.0%<br />Crude Fiber (max.) 3.0%<br />Moisture (max.) 12.0%<br />Linoleic Acid (min.) 1.2%<br />Calcium (Ca) (min) 1.0%<br />Phosphorus (P) (min.) 0.8%<br />Vitamin A (min.) 14,000 IU/kg<br />Vitamin E (min.) 150 IU/kg<br /><br />Those are actually decent if not great GA figures. I think, though, that this food is a pretty good example of how to finesse GA numbers. Everything after 'beef' is mostly hard too digest filler material. Soy [except for soy hulls] is a rapidly fermenting fiber which means it doesn't do a very good job of absorbing water while being digested so the doggie may experience a laxative effect and end up with diarrhea. Yuk. My two dogs haven't seemed to have had that problem but I mixed this 4.5lb bag with about 3 pounds of very high quality food (small/regular breed version): <a href=""http://www.amazon.com/gp/product/B007794PBM"">Blue Buffalo Large Breed Wilderness Chicken Adult Dry Dog Food, 24 lbs.</a><br /><br />It contains 'poultry by-product meat' which means the carcas minus the feathers. So, head, feet, gristle, etc. 'Animal digest' - google it for an eye opening description at wiki and then the other side of the story from Purina. Although Purina gives a pretty nice sounding description and I'm sure that the nutritional information is accurate, they actually confirm what wiki reports by way of ommission if nothing else. Purina can't be ignorant of what detractors say about this ingredient.<br /><br />The big chunks that are red to represent beef are soft. So if you use dry food because you avoid soft food for your dogs you won't care for this even if it is otherwise not a problem for your situation.<br /><br />I recommend looking for something else. The Blue Buffalo I linked is excellent but expensive."
2262,It's hard to find an organic applesauce that doesn't include cinnamon! Kids love this stuff... and I can feel confident that I'm giving them something healthy! It's a great deal!! Can't beat it!
2263,"I got an expired pack which tasted sour, but Amazon was nice enough to have them replaced for me. I have had more than 20 packs of this brand, and love the peppered taste."
2264,Definitely buy baby food from Amazon.com. My daughter ate all levels of Gerber. She loved it all. Great great great packaging and always fresh.
2265,"I decided to try these treats because the reviews were so good and the price was great. That and the fact it is such a well known brand I had high expectations.  I have a 10 month old Weimaraner that I thought would love them, however he rates it a 2 star. I was hoping he would be a little more excited about them. They are a larger treat so I break them up into smaller pieces. They also have good things in them.  Most of the time he will eat the treat. Others times he will take it and then drop it in the living room and come back to it later. I will not be getting them again."
2266,"I have an issue with the ingredients.  The very first ingredient is ""Organic Reduced Minerals Whey"".  Um, what is that?  According to Google, it is a by-product of cheese manufacturing.  I can't find anything about the nutritional soundness of this stuff, just other moms going ""what is this?"".  Most other baby formulas have milk as their first ingredient, or whey protein.  I'm guessing reduced minerals whey is similar to whey protein but I just don't know enough about it for it to be the #1 product in my daughter's diet.  To me, it sounds like a cost cutting measure.<br /><br />I would much prefer to give my daughter organic formula but all the organic formulas I've found have these reduced minerals as the first ingredient, except for Baby's Only, which is brown rice syrup, aka sugar.  So until I find an organic formula with the primary ingredient being milk, we are going with non-organic.  I just don't think it is worth compromising the quality of the ingredients for organic."
2267,"Starbucks will not use any artificial flavors in their coffee. For this reason, they were not quick to offer flavored whole bean or ground flavored coffee products. In the shops they offer to add flavoring to already brewed coffee. I was very impressed by the ingredients of this coffee. They actually added ground vanilla beans! The flavor of the ground vanilla beans really cuts through the much stronger coffee flavor. After all, vanilla is a subtle flavor. The coffee beans used are very robust in flavor, typical of Starbucks coffee.  They also add sarsaparilla root as well. Sold at a reasonable price, I highly recommend this coffee for those who appreciate a full bodied flavored coffee."
2268,"This was the best deal on buying imported digestives I have ever found.  Seven large packages of the one and only true digestive fromn MvVitie.  The name ""Digestive"" might put you off but the taste with a cup of tea is out of this world and the price unequaled."
2269,"My kids asked ""How can you review bottled water?"" While most people think bottled water is a silly I will drink no water but bottled water. I even use bottled water for making tea or flavored drinks and even ice cubes. I have very sensitive tastes and could never stand tap water even as a child. The really funny thing is that when I was a kid in the mid eighties I would freeze and then boil water and put it glass bottles and I loved it. Weird huh? Well bottled water is now a multi-billion dollar industry. My favorites were Aqua-fina and Smart water.<br /><br />This Essentia water is the best of both of my other favorites, it is filtered using reverse osmosis which truly gives the purest taste of any type of filtering process and it also infused with electrolytes for real hydration much like Gatorade is with out the added sugar and artificial colors. It is also alkaline instead of acidic which is suppose to be very healthy for the body and decrease internal environment for disease.<br /><br />It is very fresh and pure tasting, no plastic after taste and no weird spring water taste or heavy mineral taste. This is my new favorite bottled water."
2270,"<a href=""http://www.amazon.com/gp/product/B001E52WME"">General Foods International Coffee, Cafe Francais French Style Coffee Drink Mix, New Great Taste, 8-Ounce Tins (Pack of 6)</a><br /><br />I like this coffee very much and it is hard to find in grocery stores in our part of Kansas"
2271,"I have a 50lb GSD mix who is, like many of the other dogs mentioned here, a ball of fur and teeth. We initially did not crate him (mostly because members of my family have a phobia of cages) and as a result are out four pairs of shoes, two pairs of prescription glasses, a desk, a leather chair, a leather couch, two desk chairs, and portions of our walls and several door jambs. Needless to say, we crate him now, but while that saved our furniture (what was left of it), it didn't solve our dog's need for mental stimulation. We saw this at Petsmart (for about 10$ more than it is listed here) and figured we had nothing to lose. (As a side note, he does now go to daycare 3 days a week, which helps with his energy levels substantially.)<br /><br />Our dog loves it! Where soft, squeaky, or any other kind of toy lasts only a matter of minutes (though he never did like Kongs) almost 7 months in, and the dog has yet to destroy the blue rubber ball. We have gone through at least a dozen packages of the ""everlasting treats"" made by the same company, which last on average about two days each for him. When we're out of those, we find we can put moderately sized training treats or bits of his kibble in the middle area and he has a grand time rolling it around and bouncing it off walls to get them out. In the summer we also like to smear peanut butter on the inside and freeze it for ten or fifteen minutes before giving it to him.<br /><br />All in all, this was a great investment for us. So much so that we ended up purchasing a second one that we fill with alternate flavors of treats or keep in reserve.<br /><br />My only complaints are these: One of the balls is very easy to get the everlasting disks into (consequently, it's also relatively easy for my dog to get them out again), while the other is so stiff it takes a very long time to get a disk into at all. After all that effort, I feel like my hands are completely worn out. (Edit: I hadn't seen a few other users trick of getting the edges of the treat wet to make it easier to slide into the ball. I will have to try that next time around). Also, the ball is expensive upfront, but lasts long enough to be worth it. The treat disks are also expensive, though, so that's something I've had to work into my budget.<br /><br />Otherwise, this is a great toy for those dogs that need a toy that can stand up to them. Definitely recommended!"
2272,"<a href=""http://www.amazon.com/gp/product/B001EO5R0Y"">Stash Premium Double Bergamot Earl Grey Tea, Loose Leaf, 3.5-Ounce Pouches (Pack of 3)</a><br /><br />This is a very nice double Bergamot, if you don't like Bergamot stay away, if you don't like Earl Grey stay away<br />It's heavy on the Bergamot people! That's why they call it DOUBLE BERAMONT EARL GREY.<br /><br />The Upton Tea loose Extra Bergamot is a good alternative also.  But for the price this is a good one.  Loose, or in bags it's a nice tea."
2273,"Marley Coffee One love Organic is dark, rich and flavorful with good mouth feel and a medium roundness of tone. Not bitter, but there seems to be almost a salty undertone to it, that does speak of Jamaica and Blue Mountain although the label does not claim it is Blue Mountain coffee. These packets are about one normal scoopful, and can be used in single serving coffee makers but I put one in my 2-4 cup espresso machine and it was fantastic."
2274,"I agree with the other review, these chips are not for a sore mouth or tender gums. The chips are very hard and the taste is delightful if you enjoy the salt/vinegar combo. Unfortunately, every bag I received in that case was over cooked! They were very dark and only a few golden brown chips in each bag. They definitely need to improve that!"
2275,Way too yummy and now i need to spend way too much time in the gym :+#
2276,"My family really enjoys the dried Mulberries in a trail mix I make at the begining of each week.  I use dried Goji berries, Walnuts, Pecans, Almonds, dried Cherries and Cranberries.  We eat about a good handful each morning with a small bowl of oatmeal for a healthful meal to start the day.<br />I searched around for a better price and keep coming back to Amazon to stock up on the 5 Lb bag.  Can't beat the price or the quality of the berries."
2277,"I have previously reviewed this product.  I think the previous review was sent direct to the seller.  I have yet to hear from them, so I will do again for Amazon.  The package arrived on time, but unfortunately most of the candies were broken.  Now if you want a lollipop....you want it in one piece, not loose candy!<br /><br />Therefore I will not purchase from this buyer again."
2278,"My dog can't seem to figure this one out.  No matter how much he tugs on it, the food doesn't come out.  We prefer the Kong Wobbler.  This was a waste of our money."
2279,"My dogs really love this product. I was purchasing it from a warehouse but they stopped carrying them for a while, so I was thrilled to find them here but the price is much more. The item is still a great product and they arrived very quickly."
2280,"This Two Leaves and a Bud tea is, as always, a high quality tea.  The leaves are whole, without stems or tea dust, and the tea bags themselves are well made.  But it's the taste of the tea that matters and this is Really Good.  It has a clean, fresh taste that lingers in the mouth and throat.  One box and my husband and I are now Peppermint Herbal Tea addicts!  And no caffeine, so it makes a great bedtime drink."
2281,"For a licorice addict this will do, but it isn't any better than Twizzlers, and might be worse."
2282,"Tasted just like I remembered, when my mother made it at my childhood farm home. This jelly was just delicious although, due to shipping cost, rather pricey. I received this very quickly after placing the order with Amazon."
2283,"Nielsen-Massey's Orange Blossom Water is dreadful -- primarily because it isn't orange blossom water at all. It's a mixture of chemicals with orange oil added. I bought it and will not use it in my cooking -- I'm afraid it'll ruin what I'm making. If you've used Monteaux in the past, be warned THIS IS NOT MONTEAUX!!"
2284,This coffee does smell wonderful (mostly of raspberry and not so much the chocolate) but it tastes weak to me.  I usually prefer a donut shop taste (middle of the road for boldness) and was disappointed that this tasted a bit watered down.  I will not be purchasing it again.
2285,"I have two cats (male, 12 pounds & female, 7 pounds) and just switched from the Scoop Free (because I had to scoop constantly due to my cat's litter habits) to the Breeze.<br /><br />I love the Breeze because it is very easy, low maintenance, and has excellent odor control.  The only negative is the maintenance cost, but I figured out the usage for my household and it's virtually the same cost as the Scoop Free system.  It is not an economical system compared to scoopable litter, clay litter, or all natural litter alternatives.  You are paying for convenience and the neatness.  It's really mess-free and I never have to touch the pad, just dump the tray into the trash.<br /><br />I'm confused by some of the poor reviews because it really is a simple system.  Honestly, you'd have to be really drunk or half brain dead to screw it up.  It has to be used as a complete system.  It doesn't work if you try to not use the pads or take some other random cost-cutting measure.  I cannot figure out how the urine pan could leak at all if you are using the pad (right side up with the green plastic side down and the absorbant white side up) and you are changing it when it becomes full.  It functions like a diaper, once the absorbancy has been exhausted, that's it.  You get longer life/better absorbancy if you rotate the tray since cats tend to pee in the same area of the box every time.  If you have multiple cats and one box, or a large cat that pees a lot, you may need to change your pad more often, but that's specific to your cat.  If you are using the box properly with any amount of common sense applied, it will not leak.<br /><br />The bag of pellets is sparse, but that's because it is just supposed to let the urine pass through and give your cat a comfortable environment to allow burying.  The pellets are not meant to absorb the urine, or stick to the poop.  They do recommend that you completely change the pellets every month, so you don't really want to put in more than you need for your cat's comfort.  Both my cats are quite content with one pack.  There is no tracking with these pellets, I rarely find more than two or three pellets on the floor near the box.  I do not find that the pellets remove any odor from the solid waste.  I do notice an odor right after my cat has a bowel movement, or if the box is left longer than day without scooping out the solid waste.  I scoop daily into a litter locker and have no odor in the general areas of the box (unless there is something very fresh).  My pads last a full week, I do have to rotate them once. I have never smelt urine from this box.<br /><br />I do want to point out that because we have two cats and three levels of the house we did add additional boxes per the mfg recommendation (which I thought was crazy initially), however, it really did improve my cats' litter habits.  One cat was using alternative (and undesirable) areas to relieve herself (like my suitcase, laundry basket, etc.)  Once I put in multiple boxes, that behavior completely stopped.<br /><br />We have three boxes for the two cats, one at each level: basement, 1st floor, 2nd floor.  The pads generally last at least a week for all boxes, occasionally one box will be used less and a pad will last two weeks.  The pellets are still odor free after 6 weeks.  I agree that the refill costs are high, but as I said, comparable with the ScoopFree system, but this was actually cleaner and easier given the unique habits of my cats.  For me, the cost is worth the ease, convenience and general cleanliness of the system."
2286,"Check with Amazon before you purchase. I ordered this tea (and it is great tea!!!)but only 1 of the boxes arrived. Note: there should be 6 boxes of 18 count each.<br /><br />Contacted Amazon and they gladly placed the order again for me. Only one box arrived again! Now I have two of the boxes, at least. It's clear that the part number / QTY is incorrect. The price tells me there should be 6 boxes, but ordering this may result in only a single box arriving.<br /><br />Good luck!"
2287,"it's the best if you like dark and bold. my wife thinks it smells foul but i like dark coffee, chocolate, and beer. this is a rich coffee experience.<br />the only caveat is all K cups are, in my estimation, overpriced. AND they are not recyclable."
2288,"I've ordered tea from many retailers, and this tea meets/exceeds all others.  It arrived promptly and is fresh and laden with flavor.  I would definitely order this again."
2289,"I like York Peppermint Patties. However, sometimes I get a craving for a York Peppermint Patty, but I'm not hungry enough to eat the whole thing. It seems like a waste because York Peppermint Patties aren't an inexpensive candy. Enter YORK PIECES. You have the entire flavor of a York Peppermint Patty, but in the size of a M&M. I like to freeze York Peppermint Patties and you can do the same with YORK PIECES. When I bought my first bag of these YORK PIECES, the bag lasted over two weeks. They might not be the best thing since sliced bread, but they are the best thing since York Peppermint Patties (and personally I think they are even better)."
2290,"...Then you've never been on a diet in the winter time.  If the only asparagus out there was the fresh kind, I'd just go into withdrawal.  Granted, the canned spears taste absolutely NOTHING like the fresh, but that's okay.  They still have virtually no calories; they're a natural diuretic; they taste good -- and faintly asparagus-like.  The texture is completely different -- but again, just think of it as a separate kind of vegg.<br /><br />good cold out of the can with a little balsamic vinegar; and actually, good in soup when you cut them up.  Some relative of mine used Green Giant asparagus for a baked dish that was a lot like potatoes au gratin -- but with GG asparagus instead of potatoes.  Kind of a green, gooey, messy thing, but the flavor was nice.  I suspect that if you sub'd 2% sharp cheddar cheese, 1% milk, and used a bit of Egg Beaters instead of real eggs, it would be a decent low-cal quicky meal.<br /><br />A good, utilitarian food.  Fresh is always better -- but with our 110-in-the-shade summers -- fresh is about 1 week in May."
2291,"Will never order from this company again. The egg nog flavor..?  Nothing but horrid smell & taste that can neither be masked nor gotten out of ones mouth for  hours!  I am appalled & can't get refund & would never give it to friends..  It might be ok if i could correspond with the Company... perhaps i received an odd one? disappointed that company would even sell it, or not want to hear their customers feedback.  Sorry to have to leave a truthful, but negative review..  Had great expectations for a new"" favorite ""flavored coffee company.  Love quality and backing deserving companies..Lisa"
2292,"I discovered Peter Gilham's products a few months ago, and can speak for this product as well as the Osteo Calm, which adds calcium.  As a mature exerciser, recovery is always the biggest challenge, and this product eliminated my reliance on OTC anti-inflammatories.  I'm a physiologist who did contract work for a magnesium manufacturer and I've read most of the medical literature on Mg2+'s importance in the management of diabetes and vessel disease, and I don't think there's a better product than this one to address those issues. As magnesium pulls water into the gut, IMO it's the best remedy for sluggish elimination, and you must build the dose up slowly to prevent stools that are too loose.  For people with constipation, it's pretty much guaranteed to provide an immediate and permanent remedy.  And as magnesium is critical for the complete relaxation of muscle fibers, it's a first line treatment for chronic pain of any kind.  Even after months of using the Gilham Calm products, I still have to have my evening pretty much wrapped up before taking the supplement as it really knocks me out for sleep.  Deeper and more refreshed sleep is also a main objective to any chronic pain condition.<br /><br /> I switched to the Osteo Calm a couple of months ago in my desire to add a better piece to my menopausal osteoporosis prevention, and have found that product to be completely awesome also."
2293,"My 15 month old loves this product. I mix this in with food he does not like, in an effort to get him to eat, and it works sometimes. If it fails, I let him have the pouch, and he sucks it right up, and begs for more."
2294,This is the best Camomile tea for Keurig.  We have a cup every night... LOVE IT!!!!
2295,"My dogs certainly liked it, but dont buy it as a chew at all. My guys had eaten their pieces within 2 minutes or less."
2296,"We are very pleased with Blue Buffalo products. Ordering our dog's food through Amazon.com is the smartest way to go! Lugging 30- 40-50 pound bags from a store can be a back breaker. Amazon delivers in less than 48 hours to the doorstep, without shipping/handling fees. Price for the food is lower than the local pet or feed stores. Great service, Amazon! Thank you!"
2297,"This is the first time I have tried anything from Gold Kili.<br /><br />I added one pouch of this instant ginger lemon drink to 8 oz. of hot water.  After stirring, the color became a muddy brown color, not clear as depicted on the pouch/box.  Nonetheless, the resulting beverage had the pleasant tang of real ginger, on par with a <a href=""http://www.amazon.com/gp/product/B002OSDVM0"">Blenheim Ginger Ale - Medium Heat</a>.<br /><br />The lemon is not overpowering or cloying as it can be in some instant lemon drinks.  This drink would be perfect for someone suffering from a cold, or anyone who enjoys real ginger.  Even though it is somewhat spicy, the ginger dissipates into a cooling effect.<br /><br />I plan to order another box of this instant beverage mix.  It would be great for travel; particularly if you are prone to motion sickness."
2298,"I always have these in my purse, lunch bag, and it is one of the few items my husband will take with him to work."
2299,"My cat loves this flavor of food!  (Beware of the salmon flavor, as my cat isn't picky, but absolutely detested that flavor.)  I was very impressed to find that Amazon carried this brand food and for a great price too.  I had originally ordered it at PetSmart and not only was the price much higher, but I had to pay $14 in shipping.  Great buy on Amazon!!"
2300,usually saladitos are salted prunes apricots have a little different flavor but they are still good recieved them very quick good supplier
2301,"This conditioner seemed to work well and rinsed out without the sliminess that some conditioners have. It has the same nice clean smell that the rest of the Clear line has.<br /><br />I noticed a slight volumizing, but my hair is also about 8 inches below my shoulders, so is heavy to begin with, it might work better that way for shorter hair.<br /> I will repeat my main complaint against all the shampoos and conditions in this line. The bottle seeps a bit when it is left upside down in my shower and it is about 3 times more expensive than my regular less expensive conditioners that quite frankly do just as good of a job."
2302,"These croutons sport a nice flavor though are kinda hard. Maybe I'm just being picky. I mean they are croutons and meant to have a crunch. I picked them up while prowling the warehouse deals section and at about a buck a bag they were a steal. If the family had not have liked them, the birds would have feasted. Not that they don't already."
2303,"I bought this product because I read on a couple other sites that it can help with head and chest congestion. I also read it is safe to use while breastfeeding. So I tried it. If I drink it on an empty stomache it does seem to help with my cronic nasal congestion due to allergies. I saw no difference with chest congestion. I only drank the recommended 2 to 3 cups a day. Maybe I would see longer or more results at higher doses. I have noticed that I do smell alot like maple syrup even 4 days after not drinking the tea. I do mix it with Honey, if not it tastes awful to me. I never noticed a maple syrup smell on my 3 year old breastfeeding son like another site mentioned might happen. He does only nurse a few times a day now tho. Overall I like the product and will continue to use it when I am feeling congested. I even recommended it to somebody I know."
2304,"Spam is great for emergency stores or as a fried breakfast meat.  For occasionaly use only.<br /><br />Not sure what is going on with these truly outrageous prices here on Amazon occasionally - but you'd better start checking things pretty close.<br /><br />I bought this same item in May of 2012 for $16.32 or $2.68/12 oz can (added 9-14-12 - shipping was free with Amazon Prime).  Price as I write this from BiceWholesale is now $29.46 or $4.91/12 oz can, an ~84% increase!<br /><br />A local store (1200 person town) has it on sale at $2.97/12 oz can.<br /><br />I've seen this happen before (someone tries to double or even triple the price) although my comment was thrown out by Amazon.com."
2305,"Lets not decieve ourselves, does this rice taste GOOD?  Its definitely healthy, and Ive yet to meet a healthy food Id pick over an unhealthy version of itself.  all else equal, I wouldnt pick this over a nice white rice based recipe... but if youre like me, youre only here because you need to cut out the simple carbs.  So we'll proceed, the texture is unique but not bad, the flavor is nutty and relatively strong, which is good I think...<br /><br />I prepared the rice in a zojirushi rice cooker, 1/4 cup of rice, 1/2 cup of water, cooked it on the brown rice setting for approximately 50minutes in all.  serving size was plentiful beside some chicken and veggies.<br /><br />I will try it with some chicken broth tomorrow, an excellent 0 carb addition to rice ussually.<br /><br />to followup, I prepared it again, this time I did half cup of rice and 1 cup of chicken broth.  rice maker seemed to prefer this quantity, and the chicken broth made the overall flavor so much better.  I actually did not mind eating it at all."
2306,This  instant coffee is the best.  I have tried other brands of this type of product including Starbucks Via and this is by far the very best.
2307,"These are a tasty item, and a great value.  I would say they are becoming a staple at our household. I wish the raspberry flavor was a bit more pronounced, but they are very fruity (not artificial) tasting.  Nice, short ingredient list, too!"
2308,"Before we switched to eating low carb, we used to LOVE a nice big bag of chips.  I was missing those zesty salty crunchy snacks, until we found these delicious almonds!  I have tried all of the flavors and love them all, but these are my current favorite.  I like the snack size packs as a reminder that I have had enough since I can never stop eating them (just like potato chips, no one can eat just one).  A whole package is only  8 grams of carbs (only 4 grams of net carbs if you are an Atkins dieter).  These almonds have a nice crisp texture (even better if you put them in the refrigerator for a bit) and the seasoning is evenly distributed.  Not to strong, but also not too weak that it gets lost on the almonds. A package of 12 only lasted about a week in our home, back to order more."
2309,"I bought this to add to bread and to make seitan with.  It worked well for the bread, but my seitan just never seemed right.  It would still be lumpy and tough after kneading and never lived up to my expectations.  I figured I was kneading or cooking it wrong.  Once I used up all 8 boxes of Hodgson Mills, I ordered Bob's Redmill brand.  Woah!  Now my seitan comes out exactly like it is supposed to, and my whole wheat breads come out softer and more flexible than before.  I don't know if my case was defective or what, but I would not buy this brand again."
2310,"These chips are a regular in my house now.  In fact they are the only chips I buy.  The BBQ flavor is my favorite.  I buy these in single serving packs because if I buy a bigger bag, it is too hard to stop eating them."
2311,"There are many varieties of bars on the market these days.  I like Kind Plus and tried several varieties.  They have almonds, not peanuts as other brands have and this makes a big difference.  They taste grate and very fulfilling.  Each bar still has 12 gram of sugar, so be careful and do not eat too many at once, but one a day as between meals snack is OK : )"
2312,"If you have a bread machine, you need this gluten. It makes the bread light, it has a good chew factor, artisan crust. It is the secret to the best bread you will ever eat. Use with discretion and as the recipe demands. Happy baking!!! One order will keep you going for a couple months cause all you really need is one or two thsp in your recipe. No regrets buying this product."
2313,"AWESOME BREAD ! ! !<br />Also is awesome that I can purchase the mix from Amazon. It is so convenient to just order a case of 6. Our local Raley's store has a good ""gluten free"" section but this particular mix is often not in stock. Thank you Amazon."
2314,We feel comfortable with this product and our baby likes it and has had no issues with it since we began feeding it to her eight months ago.
2315,I have two boys that love this food! I have been feeding them Blue Buffalo since they came home to me. It is the only dry food I've tried with them and they are in great health. It's a little pricier than other options but I feel good about the ingredients and I know it's a quality food. They both have healthy coats and are a good weight for them. I would definitely recommend this food!
2316,Our 16 year old son loves these Mike and Ikes. They are a regular order given their popularity.  We buy them weekly.
2317,"I am very prejudiced for Dentyne Ice Arctic Chill Mint Gum.  Peppermint or spearmint, or another brand just don't do it for me.  I have been unable to find this particular gum in my local groceries, gas stations, or other outlets (Idaho) with any regularity, so being able to order a case or two makes all the difference for me.  Thank you Amazon.com and thank you Dentyne."
2318,"Sumatra coffee beans have been my favorite for many years now, and I have tried Sumatra coffees from several different organic, fair trade companies. So far, this Sumatra has been my favorite. (Granted, I prefer medium roasts over dark roasts.) It's just as good in flavor, if not a little better, than Green Mountain's Sumatra Special Reserve, but Green Mountain's is quite a bit more expensive (they don't sell bulk bags of whole beans). And like any coffee I'm willing to buy, the company has an explicit mission to uphold organic farming and fair trade practices. If you like Sumatra, this is the way to go!<br /><br />EDIT: Wow. The price on this bag has doubled since I bought it. I paid $44 for this five pound bag when I purchased it. I'm not sure why the price has suddenly doubled. At this rate you may as well buy the Green Mountain. I'm taking one star off my review."
2319,"This is my absolute favorite vegetable broth.  I find it is much more suitable in dishes that would traditionally use chicken broth.  (I know that's kind of a Captain Obvious thing to say about something called ""No Chicken"" but there you go.)  It has a light flavor that blends with a variety of dishes.<br /><br />I don't know how to describe it, I find most standard veggie broths to be too.... ""orange.""  I don't know if there is too much carrot in the mix or what, but this is my preferred broth for just about everything.<br /><br />I just wish I could get it locally."
2320,"This is a great product.  So easy to use,  makes consistent coffee every time"
2321,"I am a flat-out fiend for good coffee.  I ordered Starbucks by mail well before they had a string of coffee shops, and I'd venture to guess that were you to order a vanilla latte there, this is not what you would get.<br /><br />I basically never buy flavored coffees, having learned from a friend who worked for a local gourmet coffee company that if you want flavored coffee, you add the flavoring after it is brewed.  Because many delicate natural ingredients are destroyed by the heat required to brew coffee properly most flavored coffees are chemical.  I would not purchase a chemically flavored coffe, or drink it except as aq last resort (i.e., stranded at an airport).  I applaud Starbucks for the effort to make a naturally flavored coffee, and on thinking about it, vanilla beans seem like one of the better candidates to stand up to the heat; after all, they are used in baking at even higher heat.<br />However, this effort falls somewhat flat, or maybe I should say sharp.  While it smells just wonderful when you open the bag, the brewed coffee is bitter with only a faint odor remaining to remind you that it is flavored with vanilla.  I am not familar enough with the chemistry of vanilla (would have to consult <a href=""http://www.amazon.com/gp/product/0684800012"">On Food and Cooking: The Science and Lore of the Kitchen</a> to see if vanilla is fat or water solable.  Maybe it's the butter in cakes and cookies which absorbs the flavor.... but whatever it is that does it in baked goods is missing here.<br /><br />I suspect that Starbucks released this to combat the rise of Dunkin Donuts coffees.  But to my mind that is like a steak house worrying over all the people who flock to McDonalds.  I am hoping that Starbucks maintains the standards which allow us to look to them for a reliably good cup of coffee.  This is a disappointment from a company which knows good coffee, and which should know better.  It would be a lot better had they packaged the coffee with single serve packets of vanilla sugar.<br /><br />The coffee is ground for drip brewers as is most of their ground coffee.  While it is described as a medium roast, it tastes like a French roast (but not a good one).  Because of the larger grind, I am guessing it can be used with a French press.  I will give that a try to see if the vanilla beans hold up any better, and return to this review forthwith.  It was not terrific brewed in a good drip brewer, which is, how I suspect most people would make pre-ground coffee."
2322,"Very disappointed in this stuffing mix. There was hardly any flavor. To get the ""Savory Herb"" taste, I had to add herbs and spices of my own and even then, it was still kind of tasteless. Canceled my ""Subscribe and Save"" on this one. Nothing like the ""Chicken Everyday"". Now THERE is the perfect seasoning!"
2323,Jack Link's beef jerky is a quick and great tasting way to get extra protein into your diet.  A great snack.  I really like the teriyaki flavor.
2324,"I threw this away after about a week of ownership.  Couldn't get the clear plastic cover on and off without spilling water all over, and half the time, I couldn't get it off at all.  It only works for long stemmed herbs, and all need to be about the same height."
